block idx,date start,challenge item name,lexical item name,linguistic category,E/M/H,noise,un/trained,difficulty rating,distractor num,foil 1,foil 2,foil 3,foil 4,foil 5,accuracy,rt (sec),incorrect-foil name,incorrect-foil type,incorrect-foil p-type,replay counter,
6,2016-11-25 13:57:02,meat,meat,noun_1syll_word,Word,NoNoise,0,0.1322,2,p3,s1,,,,1,5.286,,,,0,
6,2016-11-25 13:57:02,The ring,ring,noun_1syll_phrase,Word,NoNoise,0,0.1322,2,p2,s1,,,,1,10.0022,,,,2,
6,2016-11-25 13:57:02,screen,screen,noun_1syll_word,Word,NoNoise,0,0.1322,2,p3,s1,,,,1,9.1288,,,,1,
6,2016-11-25 13:57:02,food,food,noun_1syll_word,Word,NoNoise,0,0.1,2,p1,s2,,,,0,12.2889,drink,s2,assoc,0,
6,2016-11-25 13:57:02,lamb,lamb,noun_1syll_word,Word,NoNoise,0,0.1322,2,p2,s2,,,,1,11.7676,,,,4,
6,2016-11-25 13:57:02,hat,hat,noun_1syll_word,Word,NoNoise,0,0.1322,2,s2,p1,,,,0,11.0672,glasses,s2,assoc,1,
6,2016-11-25 13:57:02,market,market,noun_2syll_word,Word,NoNoise,0,0.1,2,s2,p3,,,,1,10.4801,,,,2,
6,2016-11-25 13:57:02,boat,boat,noun_1syll_word,Word,NoNoise,0,0.1322,2,p1,s1,,,,1,5.5917,,,,0,
6,2016-11-25 13:57:02,sheep,sheep,noun_1syll_word,Word,NoNoise,0,0.1322,2,p2,s1,,,,0,18.9975,goat,s1,coord,3,
7,2016-11-25 14:04:06,The bank,bank,noun_1syll_phrase,Word,NoNoise,0,0.1,2,p1,s2,,,,0,12.7103,the coins,s2,assoc,0,
7,2016-11-25 14:04:06,box,box,noun_1syll_word,Word,NoNoise,0,0.1,2,s2,p2,,,,1,22.5562,,,,2,
7,2016-11-25 14:04:06,head,head,noun_1syll_word,Word,NoNoise,0,0.1,2,p2,s1,,,,0,11.2485,arm,s1,assoc,0,
7,2016-11-25 14:04:06,hand,hand,noun_1syll_word,Word,NoNoise,0,0.1,2,p1,s2,,,,0,14.737,handbag,s2,coord,1,
7,2016-11-25 14:04:06,bird,bird,noun_1syll_word,Word,NoNoise,0,0.1,2,p1,s2,,,,1,19.5439,,,,2,
7,2016-11-25 14:04:06,actor,actor,noun_2syll_word,Word,NoNoise,0,0.1322,2,p1,s2,,,,1,12.3129,,,,2,
7,2016-11-25 14:04:06,roll,roll,noun_1syll_word,Word,NoNoise,0,0.1322,2,s1,p3,,,,1,9.2133,,,,2,
7,2016-11-25 14:04:06,The bed,bed,noun_1syll_phrase,Word,NoNoise,0,0.1,2,s2,p3,,,,1,7.6553,,,,1,
7,2016-11-25 14:04:06,house,house,noun_1syll_word,Word,NoNoise,0,0.1,2,s1,p1,,,,1,12.6222,,,,2,
7,2016-11-25 14:04:06,The neck,neck,noun_1syll_phrase,Word,NoNoise,0,0.1,2,p1,s2,,,,0,16.0376,The ankle,s2,coord,3,
7,2016-11-25 14:04:06,neck,neck,noun_1syll_word,Word,NoNoise,0,0.1,2,p1,s1,,,,0,14.0879,necklace,s1,coord,1,
7,2016-11-25 14:04:06,The room,room,noun_1syll_phrase,Word,NoNoise,0,0.1,2,s2,p3,,,,0,12.8655,The root,p3,mp,2,
7,2016-11-25 14:04:06,the police,police,noun_2syll_phrase,Word,NoNoise,0,0.1,2,s1,p1,,,,1,8.1099,,,,2,
7,2016-11-25 14:04:06,fish,fish,noun_1syll_word,Word,NoNoise,0,0.1,2,s1,p3,,,,1,9.5125,,,,2,
7,2016-11-25 14:04:06,the face,face,noun_1syll_phrase,Word,NoNoise,0,0.1,2,s1,p3,,,,0,11.6855,the race,p3,mp,1,
8,2016-11-25 14:15:38,The game,game,noun_1syll_phrase,Word,NoNoise,1,0.1,2,p1,s2,,,,0,9.2483,The frame,p1,mp,0,
8,2016-11-25 14:15:38,the watch,watch,noun_1syll_phrase,Word,NoNoise,1,0.1,2,p1,s1,,,,0,5.9839,the clock,s1,coord,0,
8,2016-11-25 14:15:38,The group,group,noun_1syll_phrase,Word,NoNoise,1,0.1375,2,s2,p1,,,,1,10.7968,,,,2,
8,2016-11-25 14:15:38,The news,news,noun_1syll_phrase,Word,NoNoise,1,0.2125,2,p1,s2,,,,1,9.4919,,,,1,
8,2016-11-25 14:15:38,The dirt,dirt,noun_1syll_phrase,Word,NoNoise,1,0.1643,2,s1,p1,,,,1,6.1838,,,,0,
8,2016-11-25 14:15:38,The crown,crown,noun_1syll_phrase,Word,NoNoise,1,0.1322,2,s1,p1,,,,1,5.701,,,,1,
8,2016-11-25 14:15:38,bottle,bottle,noun_2syll_word,Word,NoNoise,1,0.1322,2,s2,p2,,,,0,10.4907,lips,s2,coord,1,
8,2016-11-25 14:15:38,kitchen,kitchen,noun_2syll_word,Word,NoNoise,1,0.1,2,p1,s1,,,,0,19.9658,fridge,s1,assoc,2,
8,2016-11-25 14:15:38,flares,flares,noun_2syll_word,Word,NoNoise,1,0.2286,2,p1,s2,,,,1,4.5776,,,,0,
8,2016-11-25 14:15:38,hour,hour,noun_2syll_word,Word,NoNoise,1,0.2125,2,p2,s1,,,,0,12.2182,calendar,s1,assoc,2,
8,2016-11-25 14:15:38,the socket,socket,noun_2syll_phrase,Word,NoNoise,1,0.2661,2,p1,s2,,,,0,11.5724,the light switch,s2,coord,1,
8,2016-11-25 14:15:38,The father,father,noun_2syll_phrase,Word,NoNoise,1,0.1,2,s2,p2,,,,0,23.221,The lava,p2,distant,3,
8,2016-11-25 14:15:38,The castle,castle,noun_2syll_phrase,Word,NoNoise,1,0.1322,2,s1,p2,,,,1,4.934,,,,0,
8,2016-11-25 14:15:38,a carrot,carrot,noun_2syll_phrase,Word,NoNoise,1,0.1643,2,s2,p2,,,,0,11.9355,a parsnip,s2,coord,1,
8,2016-11-25 14:15:38,The party,party,noun_2syll_phrase,Word,NoNoise,1,0.175,2,p2,s1,,,,0,22.2657,The balloon,s1,assoc,3,
9,2016-11-25 14:22:32,a bathroom,bathroom,noun_2syll_phrase,Word,NoNoise,0,0.1322,2,p1,s2,,,,0,12.7936,a bath,s2,assoc,0,
9,2016-11-25 14:22:32,chicken,chicken,noun_2syll_word,Word,NoNoise,0,0.1322,2,p1,s2,,,,0,6.5548,egg,s2,assoc,0,
9,2016-11-25 14:22:32,picture,picture,noun_2syll_word,Word,NoNoise,0,0.1,2,p1,s1,,,,1,8.0159,,,,1,
9,2016-11-25 14:22:32,the doctor,doctor,noun_2syll_phrase,Word,NoNoise,0,0.1,2,s2,p1,,,,1,4.3321,,,,0,
9,2016-11-25 14:22:32,the children,children,noun_2syll_phrase,Word,NoNoise,0,0.1,2,s2,p1,,,,1,6.0661,,,,0,
9,2016-11-25 14:22:32,The food,food,noun_1syll_phrase,Word,NoNoise,0,0.1,2,p2,s2,,,,0,22.0705,The drink,s2,assoc,2,
9,2016-11-25 14:22:32,the bright star,star,noun_attributive,Word,NoNoise,0,0.1,2,s2,p3,,,,0,10.2454,the bright moon,s2,assoc,0,
9,2016-11-25 14:22:32,the tv,tv,noun_2syll_phrase,Word,NoNoise,0,0.1,2,p2,s2,,,,1,10.8046,,,,0,
9,2016-11-25 14:22:32,The line,line,noun_1syll_phrase,Word,NoNoise,0,0.1,2,s1,p3,,,,1,15.9407,,,,0,
9,2016-11-25 14:22:32,The sea,sea,noun_1syll_phrase,Word,NoNoise,0,0.1,2,p3,s2,,,,1,6.3964,,,,1,
9,2016-11-25 14:22:32,a tidy bedroom,bedroom,noun_attributive,Word,NoNoise,0,0.1,2,s2,p1,,,,1,8.2263,,,,0,
9,2016-11-25 14:22:32,the person,person,noun_2syll_phrase,Word,NoNoise,0,0.1,2,p1,s1,,,,1,9.223,,,,2,
9,2016-11-25 14:22:32,child,child,noun_1syll_word,Word,NoNoise,0,0.1,2,s3,p1,,,,1,8.181,,,,1,
9,2016-11-25 14:22:32,the useful box,box,noun_attributive,Word,NoNoise,0,0.1,2,s1,p2,,,,0,16.1082,the useful parcel,s1,assoc,3,
9,2016-11-25 14:22:32,The important police,police,noun_attributive,Word,NoNoise,0,0.1,2,p3,s2,,,,1,7.479,,,,1,
10,2016-11-25 14:33:07,engine,engine,noun_2syll_word,Word,NoNoise,0,0.1322,2,p2,s2,,,,1,4.0769,,,,0,
10,2016-11-25 14:33:07,hand,hand,noun_1syll_word,Word,NoNoise,0,0.1,2,p3,s2,,,,0,10.873,handle,p3,close,0,
10,2016-11-25 14:33:07,fish,fish,noun_1syll_word,Word,NoNoise,0,0.1,2,s1,p3,,,,1,4.6803,,,,0,
10,2016-11-25 14:33:07,bird,bird,noun_1syll_word,Word,NoNoise,0,0.1,2,p1,s1,,,,1,8.7871,,,,1,
10,2016-11-25 14:33:07,The neck,neck,noun_1syll_phrase,Word,NoNoise,0,0.1,2,p1,s1,,,,1,3.8612,,,,0,
10,2016-11-25 14:33:07,the face,face,noun_1syll_phrase,Word,NoNoise,0,0.1,2,p3,s1,,,,1,3.8766,,,,0,
10,2016-11-25 14:33:07,The room,room,noun_1syll_phrase,Word,NoNoise,0,0.1,2,p2,s2,,,,1,3.877,,,,0,
10,2016-11-25 14:33:07,hole (in a sock),hole,noun_1syll_word,Word,NoNoise,0,0.1322,2,s2,p3,,,,0,16.4063,new socks,s2,assoc,3,
10,2016-11-25 14:33:07,house,house,noun_1syll_word,Word,NoNoise,0,0.1,2,p1,s1,,,,1,7.572,,,,1,
10,2016-11-25 14:33:07,The bed,bed,noun_1syll_phrase,Word,NoNoise,0,0.1,2,p1,s2,,,,1,5.0751,,,,0,
10,2016-11-25 14:33:07,the clean hospital,hospital,noun_attributive,Word,NoNoise,0,0.1,2,p2,s1,,,,1,8.4851,,,,1,
10,2016-11-25 14:33:07,head,head,noun_1syll_word,Word,NoNoise,0,0.1,2,s2,p1,,,,1,2.9966,,,,0,
10,2016-11-25 14:33:07,the police,police,noun_2syll_phrase,Word,NoNoise,0,0.1,2,s2,p2,,,,1,3.516,,,,0,
10,2016-11-25 14:33:07,The bank,bank,noun_1syll_phrase,Word,NoNoise,0,0.1,2,p1,s1,,,,0,9.6008,The tank,p1,mp,1,
10,2016-11-25 14:33:07,neck,neck,noun_1syll_word,Word,NoNoise,0,0.1,2,p1,s1,,,,1,3.3221,,,,0,
11,2016-11-25 14:43:10,The ball,ball,noun_1syll_phrase,Word,NoNoise,0,0.1,2,p2,s2,,,,0,32.9806,The bell,p2,mp,6,
11,2016-11-25 14:43:10,The clean floor,floor,noun_attributive,Word,NoNoise,0,0.1,2,p2,s1,,,,1,12.6521,,,,1,
11,2016-11-25 14:43:10,movie,movie,noun_2syll_word,Word,NoNoise,0,0.1322,2,s2,p1,,,,1,6.5785,,,,0,
11,2016-11-25 14:43:10,picture,picture,noun_2syll_word,Word,NoNoise,0,0.1,2,s2,p3,,,,0,11.5272,pitcher (person),p3,close,0,
11,2016-11-25 14:43:10,the children,children,noun_2syll_phrase,Word,NoNoise,0,0.1,2,p1,s1,,,,1,4.912,,,,0,
11,2016-11-25 14:43:10,the doctor,doctor,noun_2syll_phrase,Word,NoNoise,0,0.1,2,s2,p1,,,,1,6.2775,,,,1,
11,2016-11-25 14:43:10,the silver,silver,noun_2syll_phrase,Word,NoNoise,0,0.1,2,s1,p2,,,,0,14.4597,the gold,s1,coord,3,
11,2016-11-25 14:43:10,box,box,noun_1syll_word,Word,NoNoise,0,0.1,2,s1,p1,,,,0,10.7996,parcel,s1,coord,1,
11,2016-11-25 14:43:10,the person,person,noun_2syll_phrase,Word,NoNoise,0,0.1,2,s1,p3,,,,1,4.2651,,,,0,
11,2016-11-25 14:43:10,The line,line,noun_1syll_phrase,Word,NoNoise,0,0.1,2,p1,s2,,,,0,11.7673,The lime,p1,mp,0,
11,2016-11-25 14:43:10,kid,kid,noun_1syll_word,Word,NoNoise,0,0.1322,2,s2,p2,,,,0,18.1331,playground,s2,assoc,3,
11,2016-11-25 14:43:10,The sea,sea,noun_1syll_phrase,Word,NoNoise,0,0.1,2,s1,p1,,,,1,8.9798,,,,1,
11,2016-11-25 14:43:10,the tv,tv,noun_2syll_phrase,Word,NoNoise,0,0.1,2,p2,s1,,,,1,11.1621,,,,1,
11,2016-11-25 14:43:10,The food,food,noun_1syll_phrase,Word,NoNoise,0,0.1,2,p2,s1,,,,1,12.7059,,,,1,
11,2016-11-25 14:43:10,child,child,noun_1syll_word,Word,NoNoise,0,0.1,2,p1,s2,,,,1,10.8136,,,,1,
12,2016-11-25 14:49:38,furniture,furniture,noun_3syll_word,Word,NoNoise,1,0.1322,2,p1,s2,,,,1,7.735,,,,1,
12,2016-11-25 14:49:38,The computer,computer,noun_3syll_phrase,Word,NoNoise,1,0.1322,2,p2,s1,,,,1,9.2532,,,,1,
12,2016-11-25 14:49:38,an old rock,rock,noun_attributive,Word,NoNoise,1,0.1,2,s2,p1,,,,0,10.2965,an old brick,s2,assoc,0,
12,2016-11-25 14:49:38,an old sock,sock,noun_attributive,Word,NoNoise,1,0.1964,2,s1,p2,,,,0,18.7891,an old boot,s1,assoc,3,
12,2016-11-25 14:49:38,the old sailor,sailor,noun_attributive,Word,NoNoise,1,0.1964,2,s1,p1,,,,1,9.0086,,,,2,
12,2016-11-25 14:49:38,the cute cub,cub,noun_attributive,Word,NoNoise,1,0.1964,2,p2,s1,,,,1,8.8075,,,,1,
12,2016-11-25 14:49:38,the warm hut,hut,noun_attributive,Word,NoNoise,1,0.2018,2,s1,p2,,,,1,13.1366,,,,2,
